Reporting Economy,Product/Sector,Partner Economy,2013,2014,2015,2016,2017,2018,2019
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Switzerland,,,29101,,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Syrian Arab Republic,49900,23730,48044,31748,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Chinese Taipei,8500,7031,3213,5706,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Tajikistan,,2106,,,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Tanzania,100,1522,160,,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Thailand,381500,355626,238366,179817,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Tunisia,1400,66,590,,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Turkey,4046400,12602584,7070920,6633362,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Uganda,400,723,222,23,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Ukraine,1517100,1391018,845393,331454,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",United Arab Emirates,47100,7234,5668,48586,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",United Kingdom,31800,127791,133428,134948,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",United States of America,904000,991459,1291348,1202661,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Uruguay,,216,663,600,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Uzbekistan,80100,639168,464886,351380,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants","Venezuela, Bolivarian Republic of",,,4126,,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Viet Nam,162400,440750,289216,255644,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Zambia,300,405,,,,,
Armenia,"MT2 - 03 - Fruits, vegetables, plants",Zimbabwe,27500,17923,14238,394,,,
Armenia,"MT2 - 04 - Coffee, tea",World,83173800,78616674,71100127,73407567,,,
Armenia,"MT2 - 04 - Coffee, tea",Argentina,38500,49107,10509,,,,
Armenia,"MT2 - 04 - Coffee, tea",Australia,300,,,,,,
Armenia,"MT2 - 04 - Coffee, tea",Austria,87000,109441,100321,119249,,,
Armenia,"MT2 - 04 - Coffee, tea",Belarus,57300,39091,3498,8801,,,
Armenia,"MT2 - 04 - Coffee, tea",Belgium,298500,298663,371178,351334,,,
Armenia,"MT2 - 04 - Coffee, tea","Bolivia, Plurinational State of",,,,570,,,
Armenia,"MT2 - 04 - Coffee, tea",Brazil,885500,238956,429974,213876,,,
Armenia,"MT2 - 04 - Coffee, tea",Bulgaria,71600,941,2054,7399,,,
Armenia,"MT2 - 04 - Coffee, tea",Cameroon,167100,50315,64978,26455,,,
Armenia,"MT2 - 04 - Coffee, tea",Canada,800,1119,5961,4807,,,
Armenia,"MT2 - 04 - Coffee, tea",Chile,,,94,19,,,
Armenia,"MT2 - 04 - Coffee, tea",China,344000,307014,288888,102646,,,
Armenia,"MT2 - 04 - Coffee, tea",Colombia,12900,232199,323987,209461,,,
Armenia,"MT2 - 04 - Coffee, tea",Congo,900,,,,,,
Armenia,"MT2 - 04 - Coffee, tea",Costa Rica,3100,,24644,6441,,,
Armenia,"MT2 - 04 - Coffee, tea",Côte d'Ivoire,2707200,1793276,1405165,1172359,,,
Armenia,"MT2 - 04 - Coffee, tea",Cuba,600,,,,,,
Armenia,"MT2 - 04 - Coffee, tea",Czech Republic,400,908,3640,12588,,,
Armenia,"MT2 - 04 - Coffee, tea",Democratic Republic of the Congo,,,348,,,,
Armenia,"MT2 - 04 - Coffee, tea",Denmark,11000,14355,36286,34929,,,
Armenia,"MT2 - 04 - Coffee, tea",Dominican Republic,,,553,,,,
Armenia,"MT2 - 04 - Coffee, tea",Ecuador,623700,93973,338829,250869,,,
Armenia,"MT2 - 04 - Coffee, tea",Egypt,17700,,,16717,,,
Armenia,"MT2 - 04 - Coffee, tea",El Salvador,58700,144186,150456,74998,,,
Armenia,"MT2 - 04 - Coffee, tea",Ethiopia,303700,342366,272559,365707,,,
Armenia,"MT2 - 04 - Coffee, tea",Finland,28300,,2714,3592,,,
Armenia,"MT2 - 04 - Coffee, tea",France,255200,288758,286463,375519,,,
Armenia,"MT2 - 04 - Coffee, tea",Georgia,39400,45938,56418,28707,,,
Armenia,"MT2 - 04 - Coffee, tea",Germany,1715400,1913651,1660068,1781953,,,
Armenia,"MT2 - 04 - Coffee, tea",Ghana,640700,1332207,1013744,811391,,,
Armenia,"MT2 - 04 - Coffee, tea",Greece,900,4871,,,,,
Armenia,"MT2 - 04 - Coffee, tea",Guatemala,14300,,24001,,,,
Armenia,"MT2 - 04 - Coffee, tea",Honduras,83700,20760,102911,77292,,,
Armenia,"MT2 - 04 - Coffee, tea","Hong Kong, China",,6694,,,,,
Armenia,"MT2 - 04 - Coffee, tea",Hungary,13100,13536,8409,22207,,,
Armenia,"MT2 - 04 - Coffee, tea",India,365100,384262,594980,1229382,,,
Armenia,"MT2 - 04 - Coffee, tea",Indonesia,19921100,18396179,19741089,18462492,,,
Armenia,"MT2 - 04 - Coffee, tea",Iran,141700,182387,158040,149513,,,
Armenia,"MT2 - 04 - Coffee, tea",Ireland,3600,,,,,,
Armenia,"MT2 - 04 - Coffee, tea",Italy,6640100,6176514,4565236,5230930,,,
Armenia,"MT2 - 04 - Coffee, tea",Japan,700,696,305,978,,,
Armenia,"MT2 - 04 - Coffee, tea",Jordan,1400,,,,,,
Armenia,"MT2 - 04 - Coffee, tea",Kazakhstan,,,543,438,,,
Armenia,"MT2 - 04 - Coffee, tea",Kenya,2100,139,1425,315,,,
Armenia,"MT2 - 04 - Coffee, tea","Korea, Republic of",,,41307,13083,,,
Armenia,"MT2 - 04 - Coffee, tea",Lebanese Republic,87100,53797,41883,42373,,,
Armenia,"MT2 - 04 - Coffee, tea",Lithuania,3900,2563,4984,3824,,,
Armenia,"MT2 - 04 - Coffee, tea",Madagascar,3900,74535,,,,,
Armenia,"MT2 - 04 - Coffee, tea",Malawi,,,2,17,,,
Armenia,"MT2 - 04 - Coffee, tea",Malaysia,1205100,982249,1174903,1087889,,,
Armenia,"MT2 - 04 - Coffee, tea",Mexico,224000,451392,76545,295555,,,
Armenia,"MT2 - 04 - Coffee, tea",Nepal,,,45,464,,,
Armenia,"MT2 - 04 - Coffee, tea",Netherlands,1256000,704339,308033,312745,,,
Armenia,"MT2 - 04 - Coffee, tea",Nicaragua,7900,,8370,,,,
Armenia,"MT2 - 04 - Coffee, tea",Nigeria,626200,1272486,712824,511264,,,
Armenia,"MT2 - 04 - Coffee, tea",Pakistan,,,94,1303,,,
Armenia,"MT2 - 04 - Coffee, tea",Peru,,,1596,37,,,
Armenia,"MT2 - 04 - Coffee, tea",Poland,2848000,3079446,3581883,3156825,,,
Armenia,"MT2 - 04 - Coffee, tea",Portugal,,4560,14450,10533,,,
Armenia,"MT2 - 04 - Coffee, tea",Romania,3200,,,,,,
Armenia,"MT2 - 04 - Coffee, tea",Russian Federation,22241300,19910794,19502291,22749632,,,
Armenia,"MT2 - 04 - Coffee, tea",Rwanda,,,2,,,,
Armenia,"MT2 - 04 - Coffee, tea","Saudi Arabia, Kingdom of",1000,,,,,,
Armenia,"MT2 - 04 - Coffee, tea",Serbia,,,,975,,,
Armenia,"MT2 - 04 - Coffee, tea",Sierra Leone,13700,670559,,668293,,,
Armenia,"MT2 - 04 - Coffee, tea",Singapore,1660600,1810199,425577,53025,,,
Armenia,"MT2 - 04 - Coffee, tea",Slovak Republic,,,4311,4817,,,
Armenia,"MT2 - 04 - Coffee, tea",South Africa,2900,2460,5857,49328,,,
Armenia,"MT2 - 04 - Coffee, tea",Spain,32300,54512,33522,49978,,,
Armenia,"MT2 - 04 - Coffee, tea",Sri Lanka,1177300,952466,934508,870982,,,
Armenia,"MT2 - 04 - Coffee, tea",Sweden,100,,2479,2685,,,
Armenia,"MT2 - 04 - Coffee, tea",Switzerland,122400,156421,314888,364979,,,
Armenia,"MT2 - 04 - Coffee, tea",Syrian Arab Republic,,,7215,,,,
Armenia,"MT2 - 04 - Coffee, tea",Chinese Taipei,500,330,797,710,,,
Armenia,"MT2 - 04 - Coffee, tea",Tanzania,26600,661495,2029,920,,,
Armenia,"MT2 - 04 - Coffee, tea",Thailand,1300,,2,982,,,
Armenia,"MT2 - 04 - Coffee, tea",Togo,26000,94241,780127,934353,,,
Armenia,"MT2 - 04 - Coffee, tea",Turkey,119400,562367,170073,79826,,,
Armenia,"MT2 - 04 - Coffee, tea",Uganda,181000,165222,83330,39516,,,
Armenia,"MT2 - 04 - Coffee, tea",Ukraine,10941400,9233457,7187169,6692129,,,
Armenia,"MT2 - 04 - Coffee, tea",United Arab Emirates,648800,908160,676403,474284,,,
Armenia,"MT2 - 04 - Coffee, tea",United Kingdom,36800,27867,14292,4698,,,
Armenia,"MT2 - 04 - Coffee, tea",United States of America,133100,150259,117224,99491,,,
Armenia,"MT2 - 04 - Coffee, tea",Viet Nam,3984600,4147996,2813276,3648510,,,
Armenia,"MT2 - 04 - Coffee, tea",Yemen,100,,,,,,
Australia,MT2 - 01 - Animal products,World,684972195,739532327,668020407,654266872,738328517,719920560,802426663
Australia,MT2 - 01 - Animal products,Austria,77545,71608,56997,63475,52149,54500,
Australia,MT2 - 01 - Animal products,Belgium,1280090,6751958,9077182,9365196,10991975,4428205,
Australia,MT2 - 01 - Animal products,Bosnia and Herzegovina,17547,24363,15604,,37053,8127,
Australia,MT2 - 01 - Animal products,Brazil,2035958,2700138,3049050,2228398,2288382,2107037,
Australia,MT2 - 01 - Animal products,Canada,93144656,85850403,73892464,48822114,45983282,34650196,
Australia,MT2 - 01 - Animal products,Chile,96525,,,,,,
Australia,MT2 - 01 - Animal products,China,1289631,1108148,1435170,1511988,2040073,2537021,
Australia,MT2 - 01 - Animal products,Croatia,1133459,1250697,862778,604384,512116,704070,
Australia,MT2 - 01 - Animal products,Czech Republic,,,,19927,,,
Australia,MT2 - 01 - Animal products,Denmark,160879455,191779818,168787014,158076282,146486002,127771984,
Australia,MT2 - 01 - Animal products,Fiji,173765,56504,93109,40630,19461,19594,
Australia,MT2 - 01 - Animal products,Finland,,677207,146143,99829,,,
Australia,MT2 - 01 - Animal products,France,5426632,11268372,2182540,2513313,1312960,1804077,
Australia,MT2 - 01 - Animal products,Germany,7767973,5985318,3213336,3615181,4976938,3857433,
Australia,MT2 - 01 - Animal products,"Hong Kong, China",,3609,752,518141,7761,,
Australia,MT2 - 01 - Animal products,Hungary,1405,5976,7756,4287,6808,8673,
Australia,MT2 - 01 - Animal products,Iceland,,18119,47858,3940,,,
Australia,MT2 - 01 - Animal products,Ireland,13771408,12745714,23535122,17612526,20144228,20813499,
Australia,MT2 - 01 - Animal products,Israel,,,7184,,,,
Australia,MT2 - 01 - Animal products,Italy,14062883,15227036,14792424,15498979,17484506,17741082,
Australia,MT2 - 01 - Animal products,Japan,1131,1058,1548401,1801667,6701197,4035436,
Australia,MT2 - 01 - Animal products,Jordan,,36510,,51243,94707,49787,
Australia,MT2 - 01 - Animal products,"Korea, Republic of",579270,661732,476498,530774,522714,640589,
Australia,MT2 - 01 - Animal products,Lebanese Republic,101036,332552,114390,167733,64757,204525,
Australia,MT2 - 01 - Animal products,Malaysia,34598,6470,,68890,,6726,
Australia,MT2 - 01 - Animal products,Mauritius,1044,,,,,,
Australia,MT2 - 01 - Animal products,Netherlands,50362584,53456676,47091819,43968578,83327683,82345363,
Australia,MT2 - 01 - Animal products,New Zealand,142072514,138921602,122851730,147161983,156227119,154655374,
Australia,MT2 - 01 - Animal products,Niger,,,,,72175,253449,
Australia,MT2 - 01 - Animal products,Pakistan,14298,17199,24227,31135,5694,24798,
Australia,MT2 - 01 - Animal products,Papua New Guinea,101379,214333,183353,159290,108025,181694,
Australia,MT2 - 01 - Animal products,Philippines,478518,582804,474539,576734,684407,593376,
Australia,MT2 - 01 - Animal products,Poland,11256,51244,17621,18470,5939,10631,
Australia,MT2 - 01 - Animal products,Portugal,65668,,,,,1176,
Australia,MT2 - 01 - Animal products,Romania,,,,84451,38128,,
Australia,MT2 - 01 - Animal products,Russian Federation,,,,,872,,
Australia,MT2 - 01 - Animal products,"Saudi Arabia, Kingdom of",,,,,60219,,
Australia,MT2 - 01 - Animal products,Serbia,1412,50541,,9630,21253,17878,
Australia,MT2 - 01 - Animal products,Singapore,42699,15326,9017,305732,559926,98835,
Australia,MT2 - 01 - Animal products,Slovenia,391650,557820,498990,508815,598099,223552,
Australia,MT2 - 01 - Animal products,South Africa,,135213,,,,,
Australia,MT2 - 01 - Animal products,Spain,6987970,6050965,6948293,7363801,10633933,12120693,
Australia,MT2 - 01 - Animal products,Sweden,1764468,2027452,321520,64352,84801,,
Australia,MT2 - 01 - Animal products,Chinese Taipei,331142,271544,360063,382319,381221,590136,
Australia,MT2 - 01 - Animal products,Thailand,6457167,4616877,8742027,6866453,4985030,4276196,
Australia,MT2 - 01 - Animal products,United Arab Emirates,19394,,,,53650,721683,
Australia,MT2 - 01 - Animal products,United Kingdom,8470046,15984000,10692231,19496237,26255427,39478859,
Australia,MT2 - 01 - Animal products,United States of America,165503910,179979010,166381460,164027171,194432895,202860656,
Australia,MT2 - 01 - Animal products,Vanuatu,,,,,22818,,
Australia,MT2 - 01 - Animal products,Viet Nam,20110,36413,29384,22821,36657,23645,
Australia,MT2 - 02 - Dairy products,World,650939280,728676705,657278761,734618153,940318565,979229322,942635832
Australia,MT2 - 02 - Dairy products,Albania,,15381,,,,,
Australia,MT2 - 02 - Dairy products,Austria,11561074,17533966,45748558,93072718,32906898,66337359,
Australia,MT2 - 02 - Dairy products,Bangladesh,33573,102480,78723,131008,169873,93235,
Australia,MT2 - 02 - Dairy products,Belgium,1501992,1986363,1582311,2871912,6502887,5843802,
Australia,MT2 - 02 - Dairy products,Bosnia and Herzegovina,,15107,37890,2358,27011,14728,
Australia,MT2 - 02 - Dairy products,Bulgaria,7584089,7436790,5372091,5983244,5482691,5234374,
Australia,MT2 - 02 - Dairy products,Canada,2193823,2679772,2046721,2479798,1803247,2837057,
Australia,MT2 - 02 - Dairy products,China,27275,76579,126136,47399,48882,3163,
Australia,MT2 - 02 - Dairy products,Croatia,16540,,31381,87218,,,
Australia,MT2 - 02 - Dairy products,Cyprus,6984175,9677127,8748190,11645222,12355269,15653476,
Australia,MT2 - 02 - Dairy products,Czech Republic,182375,,,,,22850,
Australia,MT2 - 02 - Dairy products,Denmark,25883760,27462859,26812861,21735424,29166399,30069757,
Australia,MT2 - 02 - Dairy products,Egypt,21696,13304,88348,16122,29997,19846,
Australia,MT2 - 02 - Dairy products,Ethiopia,,,3098,4584,2112,1655,
Australia,MT2 - 02 - Dairy products,Fiji,92296,108156,79568,55585,160621,160009,
Australia,MT2 - 02 - Dairy products,Finland,4376898,103153,108916,1803201,315802,140336,
Australia,MT2 - 02 - Dairy products,France,43551915,30553412,25595425,27211624,33855838,35391608,
Australia,MT2 - 02 - Dairy products,Germany,13561389,13646539,14455005,17413187,19365030,25515609,
Australia,MT2 - 02 - Dairy products,Greece,16645908,17581715,15545051,16419349,16725115,16622293,
Australia,MT2 - 02 - Dairy products,Guatemala,,,,,48753,,
Australia,MT2 - 02 - Dairy products,"Hong Kong, China",1499,,,,,5876,
Australia,MT2 - 02 - Dairy products,Hungary,4525,90832,61679,,298124,684301,
Australia,MT2 - 02 - Dairy products,India,2455845,3194300,2761350,2842807,3870861,6931706,
Australia,MT2 - 02 - Dairy products,Indonesia,17209,20051,6880,4453,32565,107097,
Australia,MT2 - 02 - Dairy products,Iran,,923,,998,911,1479,
Australia,MT2 - 02 - Dairy products,Ireland,3702490,3949017,1301846,2339258,6380877,6690810,
Australia,MT2 - 02 - Dairy products,Italy,37797679,41066188,41009394,39576696,38907059,44674223,
Australia,MT2 - 02 - Dairy products,Japan,36064,6764,11311,6717,,,
Australia,MT2 - 02 - Dairy products,Jordan,,,2156,,,,
Australia,MT2 - 02 - Dairy products,"Korea, Republic of",2347980,2665524,3143239,3503343,2658764,2193371,
Australia,MT2 - 02 - Dairy products,Latvia,,,,3427,47691,5513,
Australia,MT2 - 02 - Dairy products,Lebanese Republic,3027,3042,4132,1262,,,
Australia,MT2 - 02 - Dairy products,Lithuania,374827,24840,64626,311144,539640,497562,
Australia,MT2 - 02 - Dairy products,Malaysia,327740,567648,952355,963094,809635,1434587,
Australia,MT2 - 02 - Dairy products,Mauritius,3038,,929,,,,
Australia,MT2 - 02 - Dairy products,Mexico,,91346,,,,,
Australia,MT2 - 02 - Dairy products,Morocco,330366,,1240,,,,
Australia,MT2 - 02 - Dairy products,Nepal,,,,1210,6856,27221,
Australia,MT2 - 02 - Dairy products,Netherlands,17692849,18842259,22839881,24308861,31533967,33420318,
Australia,MT2 - 02 - Dairy products,New Zealand,317390956,355717780,314353705,340511046,512056063,511705284,
Australia,MT2 - 02 - Dairy products,North Macedonia,167319,141430,117831,103394,179678,37426,
Australia,MT2 - 02 - Dairy products,Norway,17464487,13600539,8556054,6436816,6625155,7708900,
Australia,MT2 - 02 - Dairy products,Pakistan,11479,12313,16570,13218,5577,21553,
Australia,MT2 - 02 - Dairy products,Philippines,4668,14928,,,3139,3005,
Australia,MT2 - 02 - Dairy products,Poland,4306415,4309793,4553416,5563525,6941452,6976510,
Australia,MT2 - 02 - Dairy products,Portugal,86582,54768,31800,32673,36450,19177,
Australia,MT2 - 02 - Dairy products,Romania,,,,87976,14841,27205,
Australia,MT2 - 02 - Dairy products,"Saudi Arabia, Kingdom of",574339,275101,102128,79636,,,
Australia,MT2 - 02 - Dairy products,Serbia,5896,22037,14207,6453,,,
Australia,MT2 - 02 - Dairy products,Singapore,2530576,3470608,1938791,21477,419715,850217,
Australia,MT2 - 02 - Dairy products,Slovak Republic,1283864,761880,921749,1051347,955197,977286,
Australia,MT2 - 02 - Dairy products,Slovenia,,1624,,,,,
Australia,MT2 - 02 - Dairy products,South Africa,,,3027,,,,
Australia,MT2 - 02 - Dairy products,Spain,1781618,2429102,2369288,3371336,4075312,4879134,
Australia,MT2 - 02 - Dairy products,Sri Lanka,1462,,28301,12491,3896,4020,
Australia,MT2 - 02 - Dairy products,Sweden,432968,1099197,972908,871864,754852,203809,
Australia,MT2 - 02 - Dairy products,Switzerland,3024407,2910645,3006119,2922124,3048643,3360947,
Australia,MT2 - 02 - Dairy products,Chinese Taipei,2275,,2566,7133,3825,4604,
Australia,MT2 - 02 - Dairy products,Thailand,1025,,,,14980,15035,
Australia,MT2 - 02 - Dairy products,Turkey,,39197,,,,,
Australia,MT2 - 02 - Dairy products,United Arab Emirates,166866,89682,86896,79380,69831,104105,
Australia,MT2 - 02 - Dairy products,United Kingdom,6954355,7845748,8330183,11267487,16046804,16456088,
Australia,MT2 - 02 - Dairy products,United States of America,95433808,136192087,93206792,86628484,144385295,123989500,
Australia,MT2 - 02 - Dairy products,Uruguay,,172810,,,,,
Australia,MT2 - 02 - Dairy products,Viet Nam,,,45143,555896,543337,1168080,
Australia,"MT2 - 03 - Fruits, vegetables, plants",World,1901766836,2073684862,1949476973,1956792068,2085637079,2061114515,2009823814
Australia,"MT2 - 03 - Fruits, vegetables, plants",Afghanistan,518323,1395135,815985,81926,103942,168930,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Albania,62327,203859,132712,179799,282236,191422,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Algeria,16312,,38010,46727,31405,4604,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Antigua and Barbuda,,,,,,20462,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Argentina,4539909,4786403,5236255,5817506,7186683,8685167,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Armenia,8923,10023,9698,,15328,16933,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Austria,427709,483463,302905,110300,279501,433127,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Azerbaijan,,,,6095,8041,2509,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Bangladesh,107662,141360,173700,115499,212120,166756,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Belarus,,1970,5638,,,,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Belgium,23737432,28009147,30858732,32951640,43679327,49349243,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Belize,3506,5268,,4274,10493,,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Benin,,33106,,,11782,,
Australia,"MT2 - 03 - Fruits, vegetables, plants","Bolivia, Plurinational State of",7672306,7156720,4607353,5170849,6023015,4123860,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Bosnia and Herzegovina,35578,103294,88882,146426,109389,348159,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Brazil,7770472,6794158,8222960,9440306,10920658,13099420,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Bulgaria,1872320,501652,925210,589633,623011,1355047,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Burundi,,9813,10766,,,,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Cambodia,8095,1483,,11829,,,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Cameroon,17770,,,,,,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Canada,17010129,16054254,16213060,16012770,19528587,15158270,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Chad,,10445,,,,45304,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Chile,42785999,53272347,56099574,72280778,72529395,68073417,
Australia,"MT2 - 03 - Fruits, vegetables, plants",China,214176863,221453988,228190720,232435867,216968373,226356712,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Colombia,6515433,8039616,7632656,7308182,8702688,8682759,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Costa Rica,1677831,1218129,597048,569605,602816,813937,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Côte d'Ivoire,46429,,3498,5432,12605,988,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Croatia,542136,504505,695977,493910,513240,433141,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Cyprus,30693,58326,5659,16472,43099,17305,
Australia,"MT2 - 03 - Fruits, vegetables, plants",Czech Republic,647475,256610,114125,119320,119601,189350,
